start	end	text
371080	376400	No one laughs at me or my drawing, it actually holds its own.
376400	384440	I have drawn a naked man, and I feel like I can do anything, but things at home start
384440	386960	to get a little tricky.
386960	391760	My husband is an art director, one of the reasons why I married him, I loved being with
391760	395960	somebody artsy, he seemed so exotic and interesting.
396000	400000	He was the creative one, and I was the business one.
400000	404480	But when I started going to art school, all the roles were off, the balance of power completely
404480	406740	out of sync.
406740	411440	So class continues for the next six weeks, and it's an emotional rollercoaster, I mean
411440	415840	my thinking is shifting and breaking apart and I cry every day.
415840	420560	And my final assignment is a wall installation, which is a term I didn't even know existed
420560	422480	six weeks before.
422480	427320	And it includes these three wall sculptures, these sculptures made out of the New York
427320	432760	Times business sections and the Wall Street Journal, all painted black.
432760	435840	And they're bound in these really tight boxes.
435840	441560	And each piece gets progressively more undone until the final piece explodes.
441560	446640	And Bob, the instructor that talked to me off the ledge, sees it, and he says, Trisha,
446640	451720	you know, you really ought to apply to the museum school.
451720	455840	Well, this thought had never occurred to me before, I mean, in the back of my mind, I'm
455840	459800	going to end up in business school, that this is a once in a lifetime event until I go back
459800	466800	to my normal life, and I'm highly suspicious, and then it occurs to me what's happening.
466800	469600	He's hitting on me.
469600	473040	I have no artistic talent at all.
473040	476320	He's just flattering me until he can get lucky.
476320	480720	And this theory sticks until I find out he's been in a committed relationship for the past
480720	485520	18 years with his boyfriend.
485520	489560	So then I start thinking of other reasons why they may want me to apply.
489560	493620	Maybe they think I have a lot of money and I'll be a big donor, because I was working
493620	497560	at Harvard Business School at the time, or maybe they think I know people who will be
497560	498860	big donors.
498860	504640	And so while I'm using all of my creative energy trying to imagine why I'm not creative,
504960	509040	Charles, one of the instructors, comes up to me and says, Trisha, you really ought to
509040	510760	apply to the museum school.
510760	512600	I mean, you know you're an artist.
512600	514800	You're one of us.
514800	517480	Panic begins to set in.
517480	523080	And I enroll in art school as a part-time student, but I'm still consulting.
523080	529680	And I'm both excited and traumatized, because for the first time in my life, I am not following
529680	531680	the rules.
531720	539200	And I say to my dear friend Sarah, who's also a Southerner, I say, Sarah, I am so afraid
539200	542520	of being different than everybody else.
542520	549200	And she says, oh, Trisha, I'm so afraid of being just like everybody else.
549200	552320	And my marriage begins to explode.
552320	557720	And part of the reason is I'm not supposed to excel beyond men, definitely not beyond
557720	558720	my husband.
558760	563480	I had places I wanted to go, and he just wasn't moving fast enough.
563480	568000	I kept pushing him to move faster so I could move forward.
568000	574000	And one day, he just says to me, Trisha, you just want me to go places I don't want to
574000	576760	go.
576760	581760	At art school, since we don't have grades, we have review boards.
581760	585700	And at the end of each semester, we put up all the work we've done, and two instructors
585700	589540	and several students review the work, give us feedback, and guide us on our creative
589540	590780	path.
590780	595100	And I'm driving to my review board in the Jeep I've purchased for the yet-to-be-conceived
595100	597620	children I assume I'll have.
597620	600780	But instead, it's piled high with artwork.
600780	606940	And at my review board, one of the students writes this on his review board sheet.
606940	611220	You seem to be a little frantic.
611220	612220	Very perceptive.
612580	616020	It has something to do with control.
616020	618220	It's okay to let go.
618220	621980	You're expecting this to be black or white, but the process won't allow that.
621980	625100	You've got to let go.
625100	630380	I'm not sure if he's talking about my artwork or my marriage.
630380	635060	My husband and I separate, and a dear friend of mine says, you know, Trisha, I love my
635060	640700	husband and I love my children, but I never thought I had options.
640700	642780	You have options.
642780	648580	And she's right, because even though my life is blowing apart, or maybe because it is,
648580	652920	I begin to really find my voice and step into my artwork.
652920	658140	My mother sees it and says, why is it so dark?
658140	664860	Why aren't there any heads?
664860	670380	It's getting harder and harder to do my consulting work, and even though I'm getting paid a firehose
670380	675260	of cash, I know that if I do this work for much longer, I'm going to die.
675260	679060	Slowly, but I'm going to die.
679060	683060	And I realize I'm not just in the wrong job or the wrong marriage.
683060	685260	I'm in the wrong life.
685260	690020	I don't want to do what other people want me to do or think I should do anymore.
690020	692060	All I want is to make art.
692060	694460	I'm an artist.
694460	702900	And the week we separate, they tear down my family home of 25 years and my Jeep gets stolen.
702900	708580	I have this keychain with three keys on it, one to the house I don't live in anymore,
708580	714420	one to my family home that's been torn down, and one to my Jeep that's been stolen.
714420	718500	God is banging on my hood.
718500	723060	So I toss the keys, head to art school, and join my tribe.
