start	end	text
447360	452360	And so, finally one day, I come walking home from school, this little cabin,
452360	457360	and all my mother's underwear and lingerie, kind of like things,
457360	464360	are nailed to the outside of the house, right? This is a true story, all right?
464360	472360	And I'm like, wow, that's weird, you know? And, and, and, and inside there's like,
472360	475360	blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah.
475360	480360	And, you know, we basically get in a car and we're gone.
480360	483360	And we move to Atlanta, Georgia.
483360	488360	And, you know, I don't know any more about what happened there than you do.
488360	494360	I mean, long charade, I can guess, you know, but I've never asked my mom,
494360	499360	my mom has a lot of issues, but that's not, this is Michael's ode.
499360	503360	And so anyway, we move to Atlanta, Georgia, and what happens is,
503360	510360	my father gets remarried, and for some reason, to my now eight-year-old mind,
510360	513360	this is very disturbing.
513360	516360	I'm not invited to the wedding, and I'm very upset about this,
516360	523360	and it's kind of throwing my whole Texas fantasy scheme apart.
523360	528360	And I get, but I'm in this like weird school in Atlanta, Georgia,
528360	533360	and I actually get accepted to this little gifted and talented program,
533360	534360	like for an eight-year-old, right?
534360	538360	And I go to, and I get kicked out on the second day
538360	542360	because I told some kid that his painting sucked, right?
542360	544360	Or the teacher, I didn't get kicked out right away.
544360	550360	I had to write a one-page essay about why I would, you know,
550360	555360	I was supposed to write about why saying somebody's painting sucked was a bad thing.
555360	559360	And I wrote in my essay that I didn't know that it was something bad
559360	562360	because my mother goes out with lots of guys,
562360	566360	and the last one that she dated told me I sucked all the time,
566360	568360	and I didn't think it was that big a deal.
568360	572360	Now, that sounds like, the truth is, I knew exactly what I was doing.
572360	577360	Like, it wasn't like I was trying to make my mom look bad in front of the teachers
577360	581360	to like deflect, you know, me being in trouble.
581360	583360	My mom was so angry at me.
583360	585360	She got this call from the teacher, and she hangs up,
585360	588360	you little shit, you know?
588360	592360	Well, I don't date lots of guys, and Michael didn't say you sucked.
592360	593360	Yes, he did. All right, he did.
593360	595360	But, you know, like, blah, blah, blah.
595360	598360	And anyway, the point is, and then I got in a fight,
598360	600360	and I got kicked out of this gifted and talented thing,
600360	603360	and it was like a big deal, and my father's getting remarried,
603360	605360	and they send me to a child psychologist,
605360	611360	and my mom comes up with this idea that she's going to invite Michael to come to my birthday,
611360	614360	like that I could really use this, right?
614360	616360	But I don't know about this, but so my birthday arrives,
616360	619360	and we're living in Atlanta, Georgia now,
619360	623360	and who comes down the street in a little MG with the golden retriever
623360	626360	right in the side of the thing, and his hair and his beard,
626360	629360	and he's got this, you know, thing and a bunch of presents in the back,
629360	634360	comes pulling up, and it was really one of the greatest moments in my life.
634360	636360	I mean, I was so happy to see him,
636360	640360	and I had all these boys come over for my birthday party,
640360	643360	and Michael took turns taking us around the block,
643360	646360	and he would like peel out fishtail around the thing,
646360	647360	and my mother would be screaming,
647360	649360	Michael, get him in, and all the boys would be like,
649360	652360	your dad is so cool.
652360	656360	And I'd be like, I know, I know, he's so cool.
656360	658360	And it was really one of those glorious days.
658360	660360	Michael took us all to Chuck E. Cheese's,
660360	663360	and we went to see George Burns in Oh God,
663360	668360	and everybody was just so into Michael,
668360	672360	and I, by association, was a very studly guy.
672360	678360	And so then it's the night's over, and Michael's going to leave.
678360	681360	You know, Michael says goodbye, and I say, all right, see you later,
681360	685360	and he starts to go, and I go to my room, and I start sobbing, right?
685360	690360	And so my mother comes in, and it's like, what are you crying about?
690360	693360	It's like nothing, nothing, you know, I just,
693360	695360	I wish Michael was going to stay longer, you know,
695360	697360	and she's like, all right,
697360	703360	and she goes outside, and okay, but yeah, go, go, go.
703360	709360	And it's very good, very good timing, very good timing.
709360	713360	Like Pat Riley would say, it's all good.
713360	716360	So much for him.
716360	723360	But so Michael comes into my room, and I'm devastated,
723360	725360	because as much as I would like,
725360	727360	and everything for him to talk to me and everything,
727360	730360	I am so upset, you know,
730360	735360	and I really don't want him to see me like this, you know?
735360	741360	And he tells me that, you know, he's going to stay in touch with me,
741360	744360	and that don't worry, you know, my mom's a pain in the ass,
744360	748360	we all know that, but I'm going to stay in touch with you,
748360	751360	you're a great kid, you know, and he might have even told me he loved me.
751360	753360	I mean, he was really being really nice.
753360	756360	And he drove from Vermont to Georgia for a day.
756360	764360	And so, and then he leaves, and you know, like I watch him drive away,
764360	768360	it's like night now, and I watch the MG and the golden retriever like take off,
768360	771360	and my mom comes back in the house and I hear it,
771360	776360	and I just scream out the room like, I am never going to speak to you again.
776360	780360	You know, I felt so betrayed by her, because if Michael was going to leave,
780360	783360	I wanted him to think I didn't care, you know?
783360	787360	And he, and I never saw him again, you know?
787360	792360	And I got a message, my mother got a message about two or three years ago,
792360	796360	something that she Googled Michael Marquis.
796360	801360	No, she didn't, that she had heard from him,
801360	805360	and that like he saw some movie I did and thought that I was doing really great.
805360	810360	It really meant a lot to me because, you know, nobody I know knows him,
810360	812360	but I carry him with me every day.
812360	816360	And he's been the secret influence of my life.
816360	818360	Thank you.
