start	end	text
341640	349800	I didn't know that about the scene. And I'm like, that's what I want. How do you get people to see
349800	362400	what they never saw before? They never knew before. I keep writing, but never as myself. The writing
362400	378880	gives me a little more relief. I start writing under the name Jeremy, which becomes JT. For me,
381360	388240	I buy myself another day every time I can find a way to tell, but as long
388240	397120	as it's not coming from me, never as a woman. So when I get asked by Tom Waits,
397120	405440	when he asked JT Leroy who he wants to photograph, Mary Ellen Mark, my sister-in-law came over one day
405440	413280	and she just shaved her head. And I'm looking at her and she looks like the blonde hair, blue-eyed
413280	417600	little boys that I would see in the after school specials when they were just starting to talk
417600	425920	about abuse, sexual abuse. Always a blonde hair, blue-eyed cute little boy that you would forgive
425920	432800	and love no matter what they did, no matter how transgressive and bad they were. You just love them.
433840	446240	I never saw myself represented in any of that. So she looked. She was JT. And she agreed to be my
446240	453600	avatar. Now, Mary Ellen Mark said that the person she was photographing did not feel like somebody
453600	460560	who had suffered, like someone. It felt like someone who maybe came from privilege, but she said the
460560	470640	books needed to be in the world, that the book showed a world she had never seen, that she wanted
470640	484400	the books to be out there. And she photographed the avatar. I continued to publish under the name JT
484400	497840	Leroy. I wrote the book Sarah, which was received with great acclaim. I published it as fiction,
497840	512800	all my work as fiction. Came to pass that this book that explored the wilds of West Virginia,
513440	519360	a state I had never been in, in this kind of magical, I play with gender and identity and
519360	527680	it's the spirit, everything that I had experienced, all the pain, all the suffering, the joy, the hope,
528160	534000	holding on to finding that a possibility of being saved no matter what, the spirit,
534640	544400	the humor, it was all in there turned upside down. In this book, Sarah came to pass that I am revealed
544400	556240	as JT Leroy. The articulation in the New York Times is hoax, perpetrator, culprit, the jig is up,
556240	566880	come clean, liar, fake fiction writer. No, New York Times, fake fiction writer.
571360	575440	Oscar Wilde said, give a man a mask and he'll tell you the truth.
576000	584880	I received death threats, hate mail, was blacklisted, sued in federal f*****g court.
590640	597440	People didn't understand why I wouldn't apologize. She won't apologize. I wouldn't,
598160	603440	how could you apologize for what kept, it kept me alive? I couldn't do it. I couldn't do it.
603440	609040	It kept me alive. I couldn't do it another way. I knew no other way.
613440	620160	Slowly the fan mail came back. I would get letters where people would talk about what the work meant
620160	626640	to it, how it transformed them, how it saved their lives, how it allowed them to see a world
626640	635840	that they had never seen before. I got invited to speak, welcome back into the community of artists,
636960	644400	to speak all over the world. In spring, I did a sold out reading at Foyles in London
647040	650480	and I'm signing books as me
651360	658400	and these collectors are there and, you know, I'm signing books where, editions in languages
658400	666400	that I didn't even know existed and sign this, sign this, sign this and I'm leaving my body
669760	673360	and all of a sudden the crowds kind of part
674240	682480	and this girl comes walking towards me. She's big and she's got cuts all over her arms.
683680	690480	She's carrying a bag and I know what's coming. It's what I've been preparing for my whole life.
693520	697120	She reaches in her bag and I know she's going to stab me
697920	707040	and she takes out a book and she tells me that she came to my work after the reveal.
710720	714400	She asks me to sign her diary.
715360	719040	She asks me to sign her diary.
725120	734400	I realize that everything that had happened up to that moment had prepared me for this
737200	738000	and I got up
740640	741600	and I held her.
744400	754000	Thank you.
