start	end	text
304220	309700	she was very badly dressed, like pink and red together and stripes, and I thought she
310180	311180	can't put together an outfit.
311180	313460	And she has to put together my whole life.
313460	316580	This is not good.
316580	320660	And she had all these questions I hadn't even thought of, like, should you be HIV tested
320660	322780	and maybe he's lying and he's been cheating on you?
322780	326780	And she had a lot of anger that we worked on.
326780	331780	So she felt better.
331780	335020	Okay, so I proceeded.
335060	341420	My decision was to go to the reunion with Sam and pretend everything was fine, because
341420	345780	it seemed better than, well, one problem was Sam wasn't ready to come out, because he hadn't
345780	346780	started.
346780	352380	See, when he told me he thought he might be gay, he said, maybe I'll only be 30% gay,
352380	355320	I'll find out, and then I could still be with you.
355320	358620	And I was overwhelmed at the moment, but I do remember thinking, so he'll sleep with
358620	361340	10 men and enjoy three of them?
361340	364700	I'm confused how we're going to do the math of this.
364860	368460	So he hadn't started that experiment yet.
368460	371080	So he wasn't ready to come out, because he didn't know yet.
371080	373460	So we just went to my reunion like that.
373460	377820	So we stayed with my parents, which is not a fun thing, even when your husband doesn't
377820	379300	think he might be gay.
379300	385300	And I remember at the reunion, I won most successful, and I just was like, yeah, my
385300	386300	husband's gay.
386300	391460	You know, it was Oklahoma, the runner-up was, like, the manager of the footlocker, so it
391460	393180	wasn't a huge honor.
393820	398620	But anyway, I remember when I went home, I was really nervous about my mom, because my
398620	402500	mom, it was like being, you know that scene in My Fair Lady when the linguistic experts
402500	403500	asked her to dance?
403500	407100	That's how it was being alone with my mom with a secret, because my mom, like right
407100	410340	now she would say, your voice sounds a little tight, honey, like she's very eagle-eye about
410340	412140	these emotional things.
412140	416980	And I kept worrying and trying to avoid her, and I completely forgot about my dad.
416980	420460	And at one point, he was sitting there watching ESPN, and he said, is everything okay?
420940	424580	And I said, no, you know, if everything was okay, Sam would be in here watching ESPN with
424580	427100	you instead of in the kitchen flipping through House Beautiful with mom.
429940	433260	And I basically told my dad everything, which is not the system in my house.
433260	434820	You tell my mom, and my mom tells my dad.
434820	436460	But I told my dad.
437500	444700	And then I remembered why I don't ever tell my dad, because he was like, it was like I
444700	448740	was asked, he thought it was as if Sam was asking permission to have an affair and I
448740	449740	should just say no.
449820	453780	So he's, in fact, his words were, I'd like to sleep with Debbie Reynolds, but your mom's
453780	454780	not going to let me.
458980	462380	I was like, but what if you want to sleep with Burt Reynolds?
466980	469420	And to his credit, he had no experience with this.
469420	473660	In college, he had had one, you know, there was one guy in his fraternity that everyone
473660	478100	knew had realized he was gay and left his wife and kids, Jerry Hovelman, and no one
478100	479020	had ever heard from him again.
479020	481740	And that was like his whole experience with the gay population.
481740	483260	So he was no help.
483260	488660	And somehow, though, Sam and I survived our my high school reunion, but Mr.
488660	491140	Kaufman, who lived downstairs, did not survive the weekend.
491340	494660	He had died in a sleep of a heart attack and there was a funeral.
495220	500380	And and I remember it was kind of a highlight for me because I had been crying in such
500380	502580	inappropriate places all week.
502780	507140	And finally, I was at a funeral and I could just sob, even though I think it was odd to
507140	508900	people because they were like, is she the tenant?
508900	516180	Because I was kind of like grabbing Kleenex from the mother.
516180	522980	You know, but I remember I was there with Sam and we were holding hands and we were
522980	527500	thinking I was thinking at least at a funeral, there's a body and a grave and
528300	530180	something tangible to mark the end.
530180	532740	And with the relationship, it's never so clearly marked.
533340	536620	And it was a relief to be there with Sam for closure.
536700	540140	And then it being a Jewish funeral, there was a need for a minion where they needed 10
540140	545060	men to go. And I remember thinking, don't go with the men to Sam.
545060	547940	I do not want him to go with the men.
548500	550540	But then finally, I said go.
550540	553260	And I realized I meant it in the largest sense possible.
553900	561140	And about a week later, my dad called me and he said, you know, it's really 99 percent
561140	562940	genetic, this whole homosexuality thing.
563260	566780	And I was completely thrown and thought maybe he'd been on the Internet and researching.
566780	572100	And it turned out that my dad had called Jerry Hovelman and asked him to lunch.
572580	575300	He had tracked down this man and took him to Denny's.
577020	581380	And I'm sure there were lots of disclaimers because my dad does not take men to lunch.
581380	583220	So he probably was afraid it would sound like a date or something.
583460	588220	And I'm sure when he showed up in shorts and black dress socks and loafers, it was clear
588220	589900	he was not of the gay persuasion.
590900	598220	But he asked Jerry all the things he wanted to ask, I guess, and couldn't like, could
598220	599220	you have avoided this?
599220	600180	And did you ever regret it?
600180	601700	And is your wife OK?
601980	605820	And it was maybe the nicest thing a father ever did, taking Jerry Hovelman to lunch.
606420	609740	And just about a week after that, Sam was finally moving out.
610060	613420	And I remember we were in the top floor of our duplex and downstairs, Mrs.
613420	615500	Kaufman was gardening like she always did.
615780	620700	And Sam hadn't talked to her yet because she was like a parent figure and he still
620700	621980	wasn't ready to come out.
621980	625660	And he wasn't dealing with things as he hadn't dealt with many things.
626420	629540	And so I said, you have to tell her because the moving van is going to be here any
629540	633060	minute and she's going to wonder because and he wouldn't.
633060	634580	So I went downstairs to talk to her.
634580	641140	And I remember she was she'd always loved gardening, but it was really about she seemed
641140	644740	more desperate than ever to kind of keep things alive, nurture the living things and
644740	645940	not to let things slip away.
645940	648820	And she couldn't imagine why I was letting my husband slip away.
648820	650460	And I couldn't explain to her.
651540	656700	And so we just sat together on this bench and shoulder to shoulder to women alone,
656700	660580	but not really alone as the moving van lumbered over to the sidewalk.
661580	661980	Thank you.
