start	end	text
638800	644720	taken the day off from their work in the fields and were dancing around us in concentric circles
644720	650160	and as they danced throwing blankets and sheets of cloth over us and so we were gradually being
650160	654760	buried and it was unbelievably hot and it was completely stifling and there was the sound of
654760	658960	these stamping feet as everyone danced around us and then these drums which were getting louder
658960	663440	and louder and more ecstatic and more ecstatic and I was just about at the point at which I
663440	671080	thought I was going to faint or pass out at that key moment suddenly all of the claws were pulled
671080	676640	off I was yanked to my feet the loincloth that was all I was wearing was pulled from me the poor
676640	682520	old Rams throat was slit as were the throats of the two cockerels and I was covered in the blood
682520	689680	of the freshly slaughtered ram and the cockerels and so there I was naked totally covered in blood
689720	702320	and they said okay that's the end of this part of it and I said well okay and they said but you they
702320	706480	said we're actually we but there's the next piece comes now and I said okay and we went over back
706480	711040	to the area where we've done the morning preparations and one of them said but look it's it's kind of
711040	716440	lunchtime why don't we just take a break for a minute would you like a coke I don't drink
716440	720760	coke that much but at that moment it seemed like a really really really good idea and I said yes
720760	726560	and so I sat there naked and completely covered in animal blood with flies kind of gathering as
726560	731480	they will when you're naked and covered in animal blood and I drank this coke and then when I had
731480	738360	finished the coke they said okay now we have the sort of final parts of the ritual they said so
738360	743160	first you have to put your your hands by your sides and and hold your stand very straight and
743880	750400	I said okay and then they tied me up with the intestines of the ram and in the meanwhile it
750400	754840	was hanging from a nearby tree and they were there were some instead of doing some butchering of it
754840	760920	and they took various little bits of it out and then I had to kind of shuffle over all tied up in
760920	768640	in intestines which most of you probably haven't done but it's hard I had to shuffle over and I
768640	775320	had to take these little pieces of the ram and I had to dig holes and I had to put the pieces of
775320	781000	the ram in the holes and I had to say something and what I had to say was actually to me incredibly
781000	788720	strangely touching in the middle of this weird experience I had to say spirits leave me alone
788720	796520	to complete the business of my life and know that I will never forget you and I thought what a kind
796520	802800	thing to say to the evil spirits you're exercising that I'll never forget you and I haven't so anyway
802800	808160	there were various other little bits and pieces that followed I was given a piece of paper in
808160	813440	which all of the millet from the morning had been gathered I was told that the next morning I should
813440	817560	sleep with it under my pillow and in the morning get up and give it to a beggar who had good
817560	822760	hearing and no deformities and that when I gave it to him that would be the end of my troubles and
822760	829560	then the women sort of all filled their mouths with water and began spitting water all over me
829560	835120	which it turns out is the sort of you know it's the surround shower effect and rinsing the blood
835120	841160	away from me and it gradually came off and when I was clean they gave me back my jeans and everyone
841160	852400	danced and they barbecued the ram and we had this dinner and I felt so up I felt so up it had it had
852400	857560	been quite an astonishing experience even though I didn't believe in the animus principles behind
857560	864440	it all of these people had been gathered together cheering for me and it was very exhilarating and
864440	870560	I had a very odd experience five years later when I was working on my current book and I was in
870560	875560	Rwanda doing something else altogether and I got into a conversation with someone there and I
875560	880320	described the experience I'd had in Senegal and he said oh you know we have something that's a
880320	885120	little like that he said that's West Africa this is East Africa it's quite different but there are
885120	889600	some similarities in some rituals here he said you know we had a lot of trouble with Western
889600	894680	mental health workers who came here immediately after the genocide and we had to ask some of them
894680	901920	to leave and I said what what was the problem and he said okay they came and their practice did not
901920	906480	involve being outside in the Sun like what you're describing which is after all where you begin to
906480	911480	feel better there was no music or drumming to get your blood flowing again when you're depressed
911480	916800	and you're low and you need to have your blood flowing he said there was no sense that everyone
916800	921960	had taken the day off so that the entire community could come together to try to lift you up and
921960	926520	bring you back to joy he said there was no acknowledgement the depression as something
926520	932480	invasive and external that could actually be cast out of you again he said instead they would take
932480	938040	people one at a time into these dingy little rooms and have them sit around for an hour or
938040	948800	so and talk about bad things that had happened to them he said we had to get them to leave the
948800	950840	country thank you
