start	end	text
583000	588000	And so my mother was determined not to let this happen.
588000	592000	And so she, from her hospital bed at home,
592000	595000	ordered me to go to another orthopedist
595000	597000	whom she had found on the phone through colleagues,
597000	601000	and he said, well, she's so young, we should do it.
601000	604000	And he decided to do surgery on my arm,
604000	611000	and I got this very beautiful, thin scratch of a surgery incision,
611000	615000	and there was a cylindrical metal plate that was put on.
615000	621000	And as my arm got better, the scar got worse.
621000	625000	And, you know, I was very awkward to begin with,
625000	631000	and I was 14, I had all these hormones and feeling off about my body,
631000	637000	and I knew that the scar on my forearm was looking bad,
637000	640000	and so I knew what was to come with this scar.
640000	642000	And so, anyway, years go by,
642000	645000	and I had to have multiple surgeries on the arm
645000	648000	every time the arm got more and more better,
648000	655000	every time the scar got longer and thicker and ropier and darker.
655000	662000	And, you know, I kind of found ways to look normal while hiding it, you know.
662000	665000	And I would go on dates in college,
665000	667000	and I would have to really think about
667000	671000	whether I was going to wear a short-sleeve blouse or a long-sleeve blouse.
671000	677000	And then I was studying abroad, and I started modeling, of all things.
677000	679000	And, you know, I wasn't a fancy model.
679000	682000	I used it, I graduated from college,
682000	686000	and then I really started modeling to pay off my college loans.
686000	690000	I was a fit model, a workaday model.
690000	693000	And then this weird thing happened,
693000	695000	and the agency called me and they said,
695000	701000	guess what, Helmut Newton wants to shoot you.
701000	707000	And, you know, I was young, and I was like, who's Helmut Newton?
707000	710000	They said, you know, Helmut Newton, the guy, and he's great.
710000	715000	He does these beautiful, sexy, dangerous, edgy pictures of women,
715000	717000	and he wants to shoot you.
717000	720000	So, you know, before my agency would, you know,
720000	723000	when they were calling around, so they'd get comments like,
723000	728000	you know, yeah, she's kind of pretty, but that scar.
728000	731000	Those same people were calling, going,
731000	733000	can we book the girl with the scar?
733000	737000	It's amazing that somebody else, thinking you're cool,
737000	740000	can make you think differently of yourself.
740000	744000	And, you know, so all of a sudden I was doing all these runway shows,
744000	748000	you know, I was like doing Alberta Freddie and Herve Leger,
748000	752000	and all these great, and so my salary went up,
752000	755000	and, you know, all of a sudden I was the girl with the scar.
755000	760000	So, you know, maybe the scar was this mixed blessing in a way, right?
760000	763000	Because it paid off my college loans, and, you know,
763000	766000	bought me an apartment, paid off my mom's mortgage,
766000	770000	a lot of cool things, so I thought that was great.
770000	773000	And I was thinking about all of this recently
773000	779000	because I found myself on my back in another hospital bed
779000	783000	staring at another white ceiling.
783000	791000	And I was told that I would probably never have children naturally,
791000	797000	and that was very upsetting, as many women can understand, and men too.
797000	804000	And then I got pregnant, which was a real surprise, but a happy one.
804000	809000	And then I was told it would be a difficult pregnancy,
809000	811000	and then it was a really difficult pregnancy,
811000	817000	and I was ordered on complete bed rest the last trimester of my pregnancy.
817000	822000	And my mother, in true fashion, moved in with me the next day.
822000	824000	Yeah, it's true.
824000	826000	And, you know, when your mother moves in with you at 39,
826000	829000	it's a completely different experience.
829000	832000	But there she was, valiant in her nurturing,
832000	838000	and, you know, it was a very scary last few weeks of the pregnancy.
838000	844000	I wound up going to the hospital more than once before I had the baby,
844000	850000	and one time for five days with a fetal heart monitor and tubes everywhere
850000	854000	and staring at the ceiling and thinking to myself,
854000	857000	God, please get me out of here.
857000	866000	Please deliver me and my child intact and healthy out of this hospital.
866000	874000	I recently miraculously found myself again with my mother in another car,
874000	881000	this time going to Flushing Queens to another temple,
881000	888000	but this time to give thanks for the safety and delivery of my daughter.
888000	889000	Thank you.
